curvature_a,local_omega,local_q,local_quadratic,omega0
1.1968627250739301,2.852369348413772,-0.032168692774860723,2.8523780465720554,2.8517587749600901
1.1968627250739301,2.8523102047575444,-0.030560258136117686,2.8523176675898885,2.8517587749600901
1.1968627250739301,2.8522540350854033,-0.02895182349737465,2.8522603849657817,2.8517587749600901
1.1968627250739301,2.8522008456710863,-0.027343388858631613,2.8522061986997351,2.8517587749600901
1.1968627250739301,2.8521506428076608,-0.025734954219888577,2.8521551087917478,2.8517587749600901
1.1968627250739301,2.8521034328068335,-0.02412651958114554,2.8521071152418207,2.8517587749600901
1.1968627250739301,2.8520592220000038,-0.022518084942402507,2.8520622180499529,2.8517587749600901
1.1968627250739301,2.8520180167356206,-0.020909650303659471,2.8520204172161452,2.8517587749600901
1.1968627250739301,2.8519798233799989,-0.019301215664916434,2.8519817127403977,2.8517587749600901
1.1968627250739301,2.8519446483200754,-0.017692781026173398,2.8519461046227095,2.8517587749600901
1.1968627250739301,2.8519124979604253,-0.016084346387430361,2.8519135928630814,2.8517587749600901
1.1968627250739301,2.8518833787226492,-0.014475911748687325,2.8518841774615131,2.8517587749600901
1.1968627250739301,2.8518572970487077,-0.012867477109944292,2.8518578584180045,2.8517587749600901
1.1968627250739301,2.8518342593990367,-0.011259042471201255,2.8518346357325557,2.8517587749600901
1.1968627250739301,2.8518142722494573,-0.009650607832458219,2.851814509405167,2.8517587749600901
1.1968627250739301,2.8517973420981457,-0.0080421731937151825,2.8517974794358381,2.8517587749600901
1.1968627250739301,2.8517834754589808,-0.006433738554972146,2.8517835458245688,2.8517587749600901
1.1968627250739301,2.8517726788652471,-0.0048253039162291095,2.8517727085713593,2.8517587749600901
1.1968627250739301,2.8517649588688041,-0.003216869277486073,2.8517649676762096,2.8517587749600901
1.1968627250739301,2.8517603220372667,-0.0016084346387430365,2.85176032313912,2.8517587749600901
1.1968627250739301,2.8517587749598441,0,2.8517587749600901,2.8517587749600901
1.1968627250739301,2.8517603242418734,0.0016084346387430365,2.85176032313912,2.8517587749600901
1.1968627250739301,2.8517649765076416,0.003216869277486073,2.8517649676762096,2.8517587749600901
1.1968627250739301,2.8517727383999087,0.0048253039162291095,2.8517727085713593,2.8517587749600901
1.1968627250739301,2.8517836165768444,0.006433738554972139,2.8517835458245688,2.8517587749600901
1.1968627250739301,2.8517976177173248,0.0080421731937151755,2.8517974794358381,2.8517587749600901
1.1968627250739301,2.8518147485170009,0.009650607832458212,2.851814509405167,2.8517587749600901
1.1968627250739301,2.8518350156913153,0.011259042471201249,2.8518346357325557,2.8517587749600901
1.1968627250739301,2.8518584259705517,0.012867477109944285,2.8518578584180045,2.8517587749600901
1.1968627250739301,2.8518849861050524,0.014475911748687322,2.8518841774615131,2.8517587749600901
1.1968627250739301,2.8519147028612464,0.016084346387430358,2.8519135928630814,2.8517587749600901
1.1968627250739301,2.8519475830247663,0.017692781026173394,2.8519461046227095,2.8517587749600901
1.1968627250739301,2.8519836333973112,0.019301215664916431,2.8519817127403977,2.8517587749600901
1.1968627250739301,2.8520228608010134,0.020909650303659467,2.8520204172161452,2.8517587749600901
1.1968627250739301,2.852065272071131,0.022518084942402504,2.8520622180499529,2.8517587749600901
1.1968627250739301,2.8521108740644441,0.02412651958114554,2.8521071152418207,2.8517587749600901
1.1968627250739301,2.8521596736523067,0.025734954219888577,2.8521551087917478,2.8517587749600901
1.1968627250739301,2.8522116777241182,0.027343388858631613,2.8522061986997351,2.8517587749600901
1.1968627250739301,2.8522668931890478,0.02895182349737465,2.8522603849657817,2.8517587749600901
1.1968627250739301,2.8523253269686224,0.030560258136117686,2.8523176675898885,2.8517587749600901
1.1968627250739301,2.8523869860059281,0.032168692774860723,2.8523780465720554,2.8517587749600901
